1    1.89098e-05    0.0    0.0    62.599    156.087
2    2.2999e-07    199.583    118359930.0    66.04    314.512
3    1.42627e-07    53.989    17003720.0    61.912    473.27
4    1.05163e-07    25.27    16320810.0    65.03    635.349
5    9.94577e-08    13.869    11260980.0    66.528    797.612
6    1.01204e-07    8.983    9089790.0    63.586    956.26
7    1.03441e-07    5.45    6613560.0    67.914    1120.77
8    1.05841e-07    3.005    3886090.0    68.609    1288.074
9    1.08302e-07    1.33    1768740.0    67.096    1453.556
10    1.09244e-07    0.0    0.0    67.828    1590.088
