1    0.00321261    96.765    0.006    81.679    206.197
2    0.00375962    25.219    0.009    83.731    449.037
3    0.00198901    17.739    0.008    83.126    699.948
4    0.000436248    20.956    0.007    80.693    959.826
5    0.000648362    18.889    0.006    81.619    1221.398
6    0.000997594    16.374    0.006    82.785    1480.776
7    0.00141085    12.658    0.004    82.166    1735.959
8    0.00159825    9.23    0.003    82.647    1990.713
9    0.00180757    4.362    0.002    82.007    2243.173
10    0.00203388    0.043    0.001    81.27    2438.657
